Review_ID,User_ID,Book_ID,Rating,Review,Review_Date
414,1026,100214,5,"Absolutely captivating, a new favorite!",12/18/2024
415,1028,100215,4,"Compelling storyline, well-developed characters.",12/19/2024
416,1030,100216,3,"Interesting premise, execution fell short.",12/19/2024
417,1032,100217,5,"Kept me guessing, couldn't predict the ending!",12/20/2024
418,1034,100218,4,"Well-paced, enjoyed the twists and turns.",12/20/2024
419,1036,100219,3,Expected more depth from the characters.,12/21/2024
420,1038,100220,5,"Incredible book, emotional and thought-provoking.",12/21/2024
421,1040,100221,4,"Engaging plot, liked the historical references.",12/22/2024
422,1042,100222,3,"Interesting concept, but the execution was lacking.",12/22/2024
423,1044,100223,5,"Couldn't put it down, so suspenseful!",12/23/2024
424,1046,100224,4,"Well-crafted story, loved the character development.",12/23/2024
425,1048,100225,3,"Average read, didn't leave a lasting impression.",12/24/2024
426,1050,100226,5,"Absolutely loved it, highly recommend!",12/24/2024
427,1052,100227,4,"Great storyline, enjoyed the plot twists.",12/25/2024
428,1054,100228,3,"Liked the premise, but the pacing was off.",12/25/2024
429,1056,100229,5,Outstanding! A must-read for everyone.,12/26/2024
430,1058,100230,4,"Interesting characters, well-developed.",12/26/2024
431,1060,100231,3,Expected more depth from the storyline.,12/27/2024
432,1062,100232,5,"Couldn't stop reading, captivating from start to finish!",12/27/2024
433,1064,100233,4,"Engaging plot, kept me guessing.",12/28/2024
434,1066,100234,3,"Okay read, lacked strong character development.",12/28/2024
435,1068,100235,5,"Incredible book, emotional and captivating.",12/29/2024
436,1070,100236,4,"Well-paced, enjoyed the character dynamics.",12/29/2024
437,1072,100237,3,Expected more depth from the storyline.,12/30/2024
438,1074,100238,5,"A book that stays with you, absolutely loved it!",12/30/2024
439,1076,100239,4,"Engaging plot, well-developed characters.",12/31/2024
440,1078,100240,3,"Interesting premise, execution was lacking.",12/31/2024
441,1080,100241,5,"Couldn't put it down, gripping narrative.",1/1/2025
442,1082,100242,4,"Enjoyed the twists, kept me hooked.",1/1/2025
443,1084,100243,3,"Average read, didn't leave a strong impression.",1/2/2025
444,1086,100244,5,"Absolutely brilliant, a new favorite!",1/2/2025
445,1088,100245,4,"Well-written, engaging storyline.",1/3/2025
446,1090,100246,3,"Interesting characters, slow pacing.",1/3/2025
447,1092,100247,5,"Couldn't put it down, loved every page!",1/4/2025
448,1094,100248,4,"Enjoyable read, recommended for mystery fans.",1/4/2025
449,1096,100249,3,"Average book, didn't meet expectations.",1/5/2025
450,1098,100250,5,"Absolutely captivating, a new favorite!",1/5/2025
451,1114,100251,4,"Compelling storyline, well-developed characters.",1/6/2025
452,1002,100252,3,"Interesting premise, execution fell short.",1/6/2025
453,1004,100253,5,"Kept me guessing, couldn't predict the ending!",1/7/2025
454,1006,100254,4,"Well-paced, enjoyed the twists and turns.",1/7/2025
455,1008,100255,3,Expected more depth from the characters.,1/8/2025
456,1010,100256,5,"Incredible book, emotional and thought-provoking.",1/8/2025
457,1012,100257,4,"Engaging plot, liked the historical references.",1/9/2025
458,1014,100258,3,"Interesting concept, but the execution was lacking.",1/9/2025
459,1016,100259,5,"Couldn't put it down, so suspenseful!",1/10/2025
460,1018,100260,4,"Well-crafted story, loved the character development.",1/10/2025
461,1020,100261,3,"Average read, didn't leave a lasting impression.",1/11/2025
462,1022,100262,5,"Absolutely loved it, highly recommend!",1/11/2025
463,1024,100263,4,"Great storyline, enjoyed the plot twists.",1/12/2025
464,1026,100264,3,"Liked the premise, but the pacing was off.",1/12/2025
465,1028,100265,5,Outstanding! A must-read for everyone.,1/13/2025
466,1030,100266,4,"Interesting characters, well-developed.",1/13/2025
467,1032,100267,3,Expected more depth from the storyline.,1/14/2025
468,1034,100268,5,"Couldn't stop reading, captivating from start to finish!",1/14/2025
469,1036,100269,4,"Engaging plot, kept me guessing.",1/15/2025
470,1038,100270,3,"Okay read, lacked strong character development.",1/15/2025
471,1040,100271,5,"Incredible book, emotional and captivating.",1/16/2025
472,1042,100272,4,"Well-paced, enjoyed the character dynamics.",1/16/2025
473,1044,100273,3,Expected more depth from the storyline.,1/17/2025
474,1046,100274,5,"A book that stays with you, absolutely loved it!",1/17/2025
475,1048,100275,4,"Engaging plot, well-developed characters.",1/18/2025
476,1050,100276,3,"Interesting premise, execution was lacking.",1/18/2025
477,1052,100277,5,"Couldn't put it down, gripping narrative.",1/19/2025
478,1054,100278,4,"Enjoyed the twists, kept me hooked.",1/19/2025
479,1056,100279,3,"Average read, didn't leave a strong impression.",1/20/2025
480,1058,100280,5,"Absolutely brilliant, a new favorite!",1/20/2025
481,1060,100281,4,"Well-written, engaging storyline.",1/21/2025
482,1062,100282,3,"Interesting characters, slow pacing.",1/21/2025
483,1064,100283,5,"Couldn't put it down, loved every page!",1/22/2025
484,1066,100284,4,"Enjoyable read, recommended for mystery fans.",1/22/2025
485,1068,100285,3,"Average book, didn't meet expectations.",1/23/2025
486,1070,100286,5,"Absolutely captivating, a new favorite!",1/23/2025
487,1072,100287,4,"Compelling storyline, well-developed characters.",1/24/2025
488,1074,100288,3,"Interesting premise, execution fell short.",1/24/2025
489,1076,100289,5,"Kept me guessing, couldn't predict the ending!",1/25/2025
490,1078,100290,4,"Well-paced, enjoyed the twists and turns.",1/25/2025
491,1080,100291,3,Expected more depth from the characters.,1/26/2025
492,1082,100292,5,"Incredible book, emotional and thought-provoking.",1/26/2025
493,1084,100293,4,"Engaging plot, liked the historical references.",1/27/2025
494,1086,100294,3,"Interesting concept, but the execution was lacking.",1/27/2025
495,1088,100295,5,"Couldn't put it down, so suspenseful!",1/28/2025
496,1090,100296,4,"Well-crafted story, loved the character development.",1/28/2025
497,1092,100297,3,"Average read, didn't leave a lasting impression.",1/29/2025
498,1094,100298,5,"Absolutely loved it, highly recommend!",1/29/2025
499,1096,100299,4,"Great storyline, enjoyed the plot twists.",1/30/2025
500,1098,100300,3,"Liked the premise, but the pacing was off.",1/30/2025
